"","Species","Year","Quarter","IntercatchMetierTag","VesselLenthCategory","Area","Landings","Value","value_euro","FDFVessel","Discards","Country","ID"
"1472","HKE",2015,4,"OTB_DEF_>=120_0_0","24<40m","27.4.a",106232.7,NA,NA,NA,NA,"NO",1472
"1473","HKE",2015,4,"OTB_SPF_>=120_0_0","24<40m","27.4.a",9006.367,195696.8,21634.67,NA,NA,"NO",1473
"1474","HKE",2015,4,"PTB_DEF_>=120_0_0","24<40m","27.4.a",508328.9,NA,NA,NA,NA,"NO",1474
"1475","HKE",2015,4,"PTB_SPF_>=120_0_0","24<40m","27.4.a",23225.61,NA,NA,NA,NA,"NO",1475
"1476","HKE",2015,4,"SSC_DEF_>=120_0_0","10<24m","27.4.a",1330.223,NA,NA,NA,NA,"NO",1476
"1477","HKE",2015,4,"SSC_DEF_>=120_0_0","24<40m","27.4.a",268.4834,4447.164,491.6429,NA,NA,"NO",1477
"1478","HKE",2016,1,"GNS_DEF_120-219_0_0","10<24m","27.4.a",14950.71,169680.6,18758.53,NA,NA,"NO",1478
"1479","HKE",2016,1,"GNS_SPF_120-219_0_0","24<40m","27.4.a",13072.56,119812.7,13245.54,NA,NA,"NO",1479
"1480","HKE",2016,1,"MIS_MIS_0_0_0","=40m","27.4.a",6388.59,61259.26,6772.334,NA,NA,"NO",1480
"1481","HKE",2016,1,"MIS_MIS_0_0_0","24<40m","27.4.a",59743.94,1596694,176517.7,NA,NA,"NO",1481
"1482","HKE",2016,1,"OTB_CRU_>=120_0_0","=40m","27.4.a",81614.9,748005.4,82693.5,NA,NA,"NO",1482
"1483","HKE",2016,1,"OTB_DEF_>=120_0_0","=40m","27.4.a",268691.1,NA,NA,NA,NA,"NO",1483
"1484","HKE",2016,1,"OTB_DEF_>=120_0_0","=40m","27.6.a",15500,120110,13278.4,NA,NA,"NO",1484
"1485","HKE",2016,1,"OTB_DEF_>=120_0_0","10<24m","27.4.a",4195.427,84629.59,9355.97,NA,NA,"NO",1485
"1486","HKE",2016,1,"OTB_DEF_>=120_0_0","24<40m","27.4.a",14733.07,192034.2,21229.77,NA,NA,"NO",1486
"1487","HKE",2016,1,"PTB_DEF_>=120_0_0","24<40m","27.4.a",51350.61,1303181,144069.2,NA,NA,"NO",1487
"1488","HKE",2016,2,"GNC_DEF_>0_0_0","24<40m","27.4.a",27053.67,270370.6,29890.01,NA,NA,"NO",1488
"1489","HKE",2016,2,"GNS_DEF_120-219_0_0","10<24m","27.4.a",5355.201,95312.02,10536.93,NA,NA,"NO",1489
"1490","HKE",2016,2,"GNS_DEF_71-89_0_0","24<40m","27.4.a",548.1261,5532.861,611.6689,NA,NA,"NO",1490
"1491","HKE",2016,2,"GNS_DEF_90-99_0_0","24<40m","27.4.a",12503.4,297481.1,32887.13,NA,NA,"NO",1491
"1492","HKE",2016,2,"MIS_MIS_0_0_0","=40m","27.4.a",123384.5,NA,NA,NA,NA,"NO",1492
"1493","HKE",2016,2,"MIS_MIS_0_0_0","24<40m","27.4.a",267609.5,NA,NA,NA,NA,"NO",1493
"1494","HKE",2016,2,"OTB_CRU_>=120_0_0","=40m","27.4.a",1526.301,11284.05,1247.474,NA,NA,"NO",1494
"1495","HKE",2016,2,"OTB_DEF_>=120_0_0","=40m","27.4.a",12065.37,100874.7,11151.9,NA,NA,"NO",1495
"1496","HKE",2016,2,"OTB_DEF_>=120_0_0","=40m","27.6.a",4505,39199.5,4333.583,NA,NA,"NO",1496
"1497","HKE",2016,2,"OTB_DEF_>=120_0_0","10<24m","27.4.a",145454.2,NA,NA,NA,NA,"NO",1497
"1498","HKE",2016,2,"OTB_DEF_>=120_0_0","24<40m","27.4.a",306482.6,NA,NA,NA,NA,"NO",1498
"1499","HKE",2016,2,"OTB_SPF_>=120_0_0","=40m","27.4.a",2931.473,32196.6,3559.398,NA,NA,"NO",1499
"1500","HKE",2016,2,"PTB_DEF_>=120_0_0","24<40m","27.4.a",358781,NA,NA,NA,NA,"NO",1500
"1501","HKE",2016,2,"PTM_DEF_>=120_0_0","=40m","27.4.a",1909.589,13072.12,1445.149,NA,NA,"NO",1501
"1502","HKE",2016,2,"SPR_DEF_>0_0_0","24<40m","27.4.a",104773.6,NA,NA,NA,NA,"NO",1502
"1503","HKE",2016,3,"MIS_MIS_0_0_0","=40m","27.4.a",246719.6,NA,NA,NA,NA,"NO",1503
"1504","HKE",2016,3,"MIS_MIS_0_0_0","24<40m","27.4.a",255376.9,NA,NA,NA,NA,"NO",1504
"1505","HKE",2016,3,"OTB_DEF_>=120_0_0","=40m","27.4.a",53329.75,619108.5,68443.68,NA,NA,"NO",1505
"1506","HKE",2016,3,"OTB_DEF_>=120_0_0","10<24m","27.4.a",49026.84,NA,NA,NA,NA,"NO",1506
"1507","HKE",2016,3,"OTB_DEF_>=120_0_0","24<40m","27.4.a",153484.1,2225642,246049.2,NA,NA,"NO",1507
"1508","HKE",2016,3,"OTB_SPF_>=120_0_0","=40m","27.4.a",8438.552,104156.9,11514.75,NA,NA,"NO",1508
"1509","HKE",2016,3,"OTB_SPF_>=120_0_0","10<24m","27.4.a",471.9086,NA,NA,NA,NA,"NO",1509
"1510","HKE",2016,3,"PTB_CRU_>=120_0_0","10<24m","27.3.a.20",2645.07,42025.42,4645.995,NA,NA,"NO",1510
"1511","HKE",2016,3,"PTB_DEF_>=120_0_0","10<24m","27.3.a.20",601.5213,12264.63,1355.88,NA,NA,"NO",1511
"1512","HKE",2016,3,"PTB_DEF_>=120_0_0","10<24m","27.4.a",1891.939,27322.96,3020.607,NA,NA,"NO",1512
"1513","HKE",2016,3,"PTB_DEF_>=120_0_0","24<40m","27.4.a",398997.6,NA,NA,NA,NA,"NO",1513
"1514","HKE",2016,3,"PTB_SPF_>=120_0_0","24<40m","27.4.a",43202.98,NA,NA,NA,NA,"NO",1514
"1515","HKE",2016,3,"SPR_DEF_>0_0_0","24<40m","27.4.a",139260.1,NA,NA,NA,NA,"NO",1515
"1516","HKE",2016,3,"SSC_DEF_>=120_0_0","10<24m","27.4.b",108.6897,1203.754,133.0774,NA,NA,"NO",1516
"1517","HKE",2016,4,"GNS_DEF_120-219_0_0","10<24m","27.4.a",3251.539,78095.07,8633.566,NA,NA,"NO",1517
"1518","HKE",2016,4,"GNS_DEF_120-219_0_0","24<40m","27.4.a",1017.078,21776.52,2407.437,NA,NA,"NO",1518
"1519","HKE",2016,4,"MIS_MIS_0_0_0","=40m","27.4.a",38320.39,NA,NA,NA,NA,"NO",1519
"1520","HKE",2016,4,"MIS_MIS_0_0_0","10<24m","27.4.a",943.3025,19546.81,2160.938,NA,NA,"NO",1520
"1521","HKE",2016,4,"MIS_MIS_0_0_0","24<40m","27.4.a",120447.1,2292884,253482.9,NA,NA,"NO",1521
"1522","HKE",2016,4,"OTB_CRU_>=120_0_0","=40m","27.4.a",1520.565,10607.3,1172.658,NA,NA,"NO",1522
"1523","HKE",2016,4,"OTB_CRU_>=120_0_0","24<40m","27.3.a.20",393.0697,12058.62,1333.105,NA,NA,"NO",1523
"1524","HKE",2016,4,"OTB_DEF_>=120_0_0","=40m","27.4.a",39545.16,320487.2,35430.5,NA,NA,"NO",1524
"1525","HKE",2016,4,"OTB_DEF_>=120_0_0","10<24m","27.4.a",5306.974,NA,NA,NA,NA,"NO",1525
"1526","HKE",2016,4,"OTB_DEF_>=120_0_0","24<40m","27.4.a",86645.12,1265638,139918.8,NA,NA,"NO",1526
"1527","HKE",2016,4,"OTB_SPF_>=120_0_0","=40m","27.4.a",2138,27633.65,3054.955,NA,NA,"NO",1527
"1528","HKE",2016,4,"OTB_SPF_>=120_0_0","24<40m","27.4.a",1961.624,30685.43,3392.336,NA,NA,"NO",1528
"1529","HKE",2016,4,"PTB_DEF_>=120_0_0","=40m","27.4.a",121352.8,2616918,289305.5,NA,NA,"NO",1529
"1530","HKE",2016,4,"PTB_DEF_>=120_0_0","10<24m","27.4.a",43558.4,NA,NA,NA,NA,"NO",1530
"1531","HKE",2016,4,"PTB_DEF_>=120_0_0","24<40m","27.4.a",225101.6,NA,NA,NA,NA,"NO",1531
"1532","HKE",2016,4,"PTM_DEF_>=120_0_0","=40m","27.4.a",200,1402.569,155.0568,NA,NA,"NO",1532
"1533","HKE",2016,4,"SPR_DEF_>0_0_0","24<40m","27.4.a",109267.8,NA,NA,NA,NA,"NO",1533
"1534","HKE",2016,4,"SSC_DEF_>=120_0_0","10<24m","27.4.a",4804.423,101956.7,11271.51,NA,NA,"NO",1534
"1535","HKE",2016,4,"SSC_DEF_>=120_0_0","24<40m","27.4.a",118248.1,2699884,298477.6,NA,NA,"NO",1535
"1536","HKE",2017,1,"GNS_CRU_120-219_0_0","24<40m","27.4.a",5299.102,73585.62,8135.037,NA,NA,"NO",1536
"1537","HKE",2017,1,"GNS_DEF_120-219_0_0","=40m","27.4.a",12955.81,97353.42,10762.62,NA,NA,"NO",1537
"1538","HKE",2017,1,"MIS_MIS_0_0_0","=40m","27.4.a",2894.372,18497.33,2044.916,NA,NA,"NO",1538
"1539","HKE",2017,1,"MIS_MIS_0_0_0","24<40m","27.4.a",108522.5,2767826,305988.7,NA,NA,"NO",1539
"1540","HKE",2017,1,"OTB_CRU_>=120_0_0","=40m","27.4.a",9835.615,142610.5,15765.88,NA,NA,"NO",1540
"1541","HKE",2017,1,"OTB_CRU_32-69_0_0","10<24m","27.4.a",54.03896,NA,NA,NA,NA,"NO",1541
"1542","HKE",2017,1,"OTB_DEF_>=120_0_0","=40m","27.4.a",105576.5,NA,NA,NA,NA,"NO",1542
"1543","HKE",2017,1,"OTB_DEF_>=120_0_0","=40m","27.6.a",6803.415,46344.6,5123.488,NA,NA,"NO",1543
"1544","HKE",2017,1,"OTB_DEF_>=120_0_0","24<40m","27.4.a",72895.14,NA,NA,NA,NA,"NO",1544
"1545","HKE",2017,1,"OTB_SPF_>=120_0_0","=40m","27.4.a",3632.484,NA,NA,NA,NA,"NO",1545
"1546","HKE",2017,1,"OTT_DEF_>=120_0_0","24<40m","27.4.a",240.9167,NA,NA,NA,NA,"NO",1546
"1547","HKE",2017,1,"PTB_DEF_>=120_0_0","=40m","27.4.a",24581.3,473262.5,52320.11,NA,NA,"NO",1547
"1548","HKE",2017,1,"PTB_DEF_>=120_0_0","24<40m","27.4.a",92075.59,2278509,251893.7,NA,NA,"NO",1548
"1549","HKE",2017,1,"SPR_DEF_>0_0_0","24<40m","27.4.a",17579.79,404064.2,44670.11,NA,NA,"NO",1549
"1550","HKE",2017,2,"GNS_DEF_71-89_0_0","24<40m","27.4.a",32910.51,516179.9,57064.72,NA,NA,"NO",1550
"1551","HKE",2017,2,"GNS_DEF_90-99_0_0","24<40m","27.4.a",4599.18,42552.28,4704.241,NA,NA,"NO",1551
"1552","HKE",2017,2,"MIS_MIS_0_0_0","24<40m","27.4.a",144844.9,NA,NA,NA,NA,"NO",1552
"1553","HKE",2017,2,"OTB_CRU_>=120_0_0","=40m","27.4.a",6873.574,47405.57,5240.781,NA,NA,"NO",1553
"1554","HKE",2017,2,"OTB_CRU_>=120_0_0","10<24m","27.3.a.20",671.064,10252.63,1133.449,NA,NA,"NO",1554
"1555","HKE",2017,2,"OTB_DEF_>=120_0_0","=40m","27.4.a",47450.01,NA,NA,NA,NA,"NO",1555
"1556","HKE",2017,2,"OTB_DEF_>=120_0_0","10<24m","27.4.a",10038.46,219371.3,24251.93,NA,NA,"NO",1556
"1557","HKE",2017,2,"OTB_DEF_>=120_0_0","24<40m","27.4.a",41184.32,NA,NA,NA,NA,"NO",1557
"1558","HKE",2017,2,"OTB_DEF_32-69_0_0","24<40m","27.4.a",645.0463,20004.26,2211.511,NA,NA,"NO",1558
"1559","HKE",2017,2,"OTB_SPF_>=120_0_0","=40m","27.4.a",1705.659,23667.11,2616.446,NA,NA,"NO",1559
"1560","HKE",2017,2,"OTT_CRU_>=120_0_0","24<40m","27.4.a",522.6043,11851.6,1310.218,NA,NA,"NO",1560
"1561","HKE",2017,2,"OTT_DEF_>=120_0_0","24<40m","27.4.a",10595.03,NA,NA,NA,NA,"NO",1561
"1562","HKE",2017,2,"PTB_CRU_>=120_0_0","=40m","27.4.a",8381.988,176022.8,19459.68,NA,NA,"NO",1562
"1563","HKE",2017,2,"PTB_DEF_>=120_0_0","=40m","27.4.a",654.5039,12933.77,1429.854,NA,NA,"NO",1563
"1564","HKE",2017,2,"PTB_DEF_>=120_0_0","10<24m","27.4.a",8720.495,NA,NA,NA,NA,"NO",1564
"1565","HKE",2017,2,"PTB_DEF_>=120_0_0","10<24m","27.4.b",675.097,18149.65,2006.481,NA,NA,"NO",1565
"1566","HKE",2017,2,"PTB_DEF_>=120_0_0","24<40m","27.4.a",95708.4,NA,NA,NA,NA,"NO",1566
"1567","HKE",2017,2,"SPR_DEF_>0_0_0","24<40m","27.4.a",910.9974,18140.32,2005.449,NA,NA,"NO",1567
"1568","HKE",2017,2,"SSC_DEF_>=120_0_0","24<40m","27.4.a",38091.07,NA,NA,NA,NA,"NO",1568
"1569","HKE",2017,3,"GNS_DEF_120-219_0_0","10<24m","27.4.a",1747.143,41254.18,4560.732,NA,NA,"NO",1569
"1570","HKE",2017,3,"GNS_DEF_120-219_0_0","24<40m","27.4.a",7302.144,63537.19,7024.162,NA,NA,"NO",1570
"1571","HKE",2017,3,"GNS_DEF_90-99_0_0","24<40m","27.4.a",910.9533,15084.36,1667.607,NA,NA,"NO",1571
"1572","HKE",2017,3,"MIS_MIS_0_0_0","10<24m","27.3.a.20",6297.555,144566.8,15982.16,NA,NA,"NO",1572
"1573","HKE",2017,3,"MIS_MIS_0_0_0","24<40m","27.4.a",226202,NA,NA,NA,NA,"NO",1573
"1574","HKE",2017,3,"OTB_CRU_>=120_0_0","=40m","27.4.a",5668.947,24507.91,2709.398,NA,NA,"NO",1574
"1575","HKE",2017,3,"OTB_DEF_>=120_0_0","=40m","27.4.a",260767.2,NA,NA,NA,NA,"NO",1575
"1576","HKE",2017,3,"OTB_DEF_>=120_0_0","24<40m","27.4.a",58218.39,963623.1,106530.5,NA,NA,"NO",1576
"1577","HKE",2017,3,"OTB_SPF_>=120_0_0","=40m","27.4.a",8985.808,NA,NA,NA,NA,"NO",1577
"1578","HKE",2017,3,"OTT_DEF_>=120_0_0","24<40m","27.4.a",21535.47,NA,NA,NA,NA,"NO",1578
"1579","HKE",2017,3,"PTB_CRU_>=120_0_0","=40m","27.4.a",13368.41,253236.9,27995.84,NA,NA,"NO",1579
"1580","HKE",2017,3,"PTB_DEF_>=120_0_0","=40m","27.4.a",60466.41,1175968,130005.7,NA,NA,"NO",1580
"1581","HKE",2017,3,"PTB_DEF_>=120_0_0","10<24m","27.4.a",18108.26,338776.4,37452.4,NA,NA,"NO",1581
"1582","HKE",2017,3,"SPR_DEF_>0_0_0","24<40m","27.4.a",41719.51,NA,NA,NA,NA,"NO",1582
"1583","HKE",2017,3,"SSC_DEF_>=120_0_0","24<40m","27.4.a",208032.4,NA,NA,NA,NA,"NO",1583
"1584","HKE",2017,3,"SSC_DEF_16-31_0_0","24<40m","27.4.a",5616.481,133264.3,14732.64,NA,NA,"NO",1584
"1585","HKE",2017,4,"GNS_DEF_120-219_0_0","10<24m","27.4.a",4718.146,133126.8,14717.43,NA,NA,"NO",1585
"1586","HKE",2017,4,"GNS_DEF_120-219_0_0","24<40m","27.4.a",4857.566,47619.97,5264.483,NA,NA,"NO",1586
"1587","HKE",2017,4,"GNS_DEF_71-89_0_0","24<40m","27.4.a",33733.99,288719.2,31918.48,NA,NA,"NO",1587
"1588","HKE",2017,4,"MIS_MIS_0_0_0","10<24m","27.4.a",791.9004,16373.48,1810.121,NA,NA,"NO",1588
"1589","HKE",2017,4,"MIS_MIS_0_0_0","24<40m","27.4.a",185044.8,NA,NA,NA,NA,"NO",1589
"1590","HKE",2017,4,"OTB_DEF_>=120_0_0","=40m","27.4.a",7932.655,59726.75,6602.912,NA,NA,"NO",1590
"1591","HKE",2017,4,"OTB_DEF_>=120_0_0","24<40m","27.4.a",61113.05,NA,NA,NA,NA,"NO",1591
"1592","HKE",2017,4,"OTB_DEF_>=120_0_0","24<40m","27.4.b",1434.674,48940.36,5410.455,NA,NA,"NO",1592
"1593","HKE",2017,4,"OTB_DEF_32-69_0_0","24<40m","27.4.a",756,10437.4,1153.875,NA,NA,"NO",1593
"1594","HKE",2017,4,"OTT_DEF_>=120_0_0","24<40m","27.4.a",476.9552,12586,1391.408,NA,NA,"NO",1594
"1595","HKE",2017,4,"PTB_DEF_>=120_0_0","=40m","27.4.a",96641.41,NA,NA,NA,NA,"NO",1595
"1596","HKE",2017,4,"PTB_DEF_>=120_0_0","10<24m","27.4.a",5655.532,115879.6,12810.72,NA,NA,"NO",1596
"1597","HKE",2017,4,"PTB_DEF_>=120_0_0","24<40m","27.4.a",11859.79,390098.8,43126.2,NA,NA,"NO",1597
"1598","HKE",2017,4,"SPR_DEF_>0_0_0","24<40m","27.4.a",48583.8,NA,NA,NA,NA,"NO",1598
"1599","HKE",2017,4,"SSC_DEF_>=120_0_0","24<40m","27.4.a",64019.06,1885517,208447.7,NA,NA,"NO",1599
"1600","HKE",2018,1,"MIS_MIS_0_0_0","=40m","27.4.a",17868.46,150633.5,16652.83,NA,NA,"NO",1600
"1601","HKE",2018,1,"MIS_MIS_0_0_0","24<40m","27.4.a",9652.469,326217.6,36064.01,NA,NA,"NO",1601
"1602","HKE",2018,1,"OTB_CRU_>=120_0_0","=40m","27.4.a",2395.631,19342,2138.297,NA,NA,"NO",1602
"1603","HKE",2018,1,"OTB_CRU_32-69_0_0","24<40m","27.4.a",12.34114,111.806,12.36038,NA,NA,"NO",1603
"1604","HKE",2018,1,"OTB_DEF_>=120_0_0","=40m","27.4.a",20959.15,160253.7,17716.37,NA,NA,"NO",1604
"1605","HKE",2018,1,"OTB_DEF_>=120_0_0","24<40m","27.4.a",36097.07,521967.5,57704.56,NA,NA,"NO",1605
"1606","HKE",2018,1,"PTB_DEF_>=120_0_0","10<24m","27.4.a",788.7856,14582.87,1612.165,NA,NA,"NO",1606
"1607","HKE",2018,1,"PTB_DEF_>=120_0_0","24<40m","27.4.a",2530.985,117945.5,13039.11,NA,NA,"NO",1607
"1608","HKE",2018,2,"GNC_DEF_>0_0_0","24<40m","27.4.a",6968.23,65046.19,7190.986,NA,NA,"NO",1608
"1609","HKE",2018,2,"GNS_CRU_90-99_0_0","24<40m","27.4.a",4057.317,84112.91,9298.85,NA,NA,"NO",1609
"1610","HKE",2018,2,"GNS_DEF_120-219_0_0","24<40m","27.4.a",56474.28,NA,NA,NA,NA,"NO",1610
"1611","HKE",2018,2,"GNS_DEF_71-89_0_0","24<40m","27.4.a",13850.39,127119.7,14053.33,NA,NA,"NO",1611
"1612","HKE",2018,2,"MIS_MIS_0_0_0","=40m","27.4.a",2895.116,NA,NA,NA,NA,"NO",1612
"1613","HKE",2018,2,"MIS_MIS_0_0_0","10<24m","27.4.a",3403.82,53166.52,5877.665,NA,NA,"NO",1613
"1614","HKE",2018,2,"MIS_MIS_0_0_0","24<40m","27.4.a",120088.7,NA,NA,NA,NA,"NO",1614
"1615","HKE",2018,2,"OTB_CRU_>=120_0_0","24<40m","27.4.a",1433.972,NA,NA,NA,NA,"NO",1615
"1616","HKE",2018,2,"OTB_DEF_>=120_0_0","=40m","27.4.a",32257.45,NA,NA,NA,NA,"NO",1616
"1617","HKE",2018,2,"OTB_DEF_>=120_0_0","24<40m","27.4.a",90899.77,NA,NA,NA,NA,"NO",1617
"1618","HKE",2018,2,"OTB_DEF_32-69_0_0","=40m","27.4.a",6208.579,59088.02,6532.298,NA,NA,"NO",1618
"1619","HKE",2018,2,"OTB_DEF_32-69_0_0","24<40m","27.3.a.20",642.7427,15933.63,1761.495,NA,NA,"NO",1619
"1620","HKE",2018,2,"OTB_DEF_32-69_0_0","24<40m","27.4.a",622.1004,7154.155,790.9062,NA,NA,"NO",1620
"1621","HKE",2018,2,"OTB_SPF_>=120_0_0","24<40m","27.4.a",5060.773,111709.6,12349.72,NA,NA,"NO",1621
"1622","HKE",2018,2,"OTB_SPF_32-69_0_0","24<40m","27.4.a",1402.89,23315.4,2577.564,NA,NA,"NO",1622
"1623","HKE",2018,2,"OTT_CRU_>=120_0_0","24<40m","27.4.a",2771.995,NA,NA,NA,NA,"NO",1623
"1624","HKE",2018,2,"OTT_DEF_>=120_0_0","24<40m","27.4.a",2653.834,66959.74,7402.533,NA,NA,"NO",1624
"1625","HKE",2018,2,"PTB_DEF_>=120_0_0","=40m","27.4.a",96741.26,NA,NA,NA,NA,"NO",1625
"1626","HKE",2018,2,"PTB_DEF_>=120_0_0","10<24m","27.4.a",2174.08,30746.21,3399.055,NA,NA,"NO",1626
"1627","HKE",2018,2,"PTB_SPF_>=120_0_0","=40m","27.4.a",3668.295,80429.83,8891.679,NA,NA,"NO",1627
"1628","HKE",2018,2,"SPR_DEF_>0_0_0","24<40m","27.4.a",65231.83,NA,NA,NA,NA,"NO",1628
"1629","HKE",2018,2,"SSC_DEF_>=120_0_0","24<40m","27.4.a",44232.35,1117240,123513.1,NA,NA,"NO",1629
"1630","HKE",2018,3,"GNS_DEF_120-219_0_0","24<40m","27.4.a",12524.75,133169.9,14722.2,NA,NA,"NO",1630
"1631","HKE",2018,3,"GNS_DEF_71-89_0_0","24<40m","27.4.a",20841.22,246021.7,27198.19,NA,NA,"NO",1631
"1632","HKE",2018,3,"GNS_SPF_120-219_0_0","24<40m","27.4.a",1961.45,19539.26,2160.104,NA,NA,"NO",1632
"1633","HKE",2018,3,"MIS_MIS_0_0_0","10<24m","27.4.a",1051.978,21921.17,2423.429,NA,NA,"NO",1633
"1634","HKE",2018,3,"MIS_MIS_0_0_0","24<40m","27.4.a",244785.9,6147857,679657.9,NA,NA,"NO",1634
"1635","HKE",2018,3,"OTB_CRU_>=120_0_0","=40m","27.4.a",3706.963,33486.13,3701.958,NA,NA,"NO",1635
"1636","HKE",2018,3,"OTB_CRU_>=120_0_0","24<40m","27.4.a",1963.67,27517.8,3042.148,NA,NA,"NO",1636
"1637","HKE",2018,3,"OTB_DEF_>=120_0_0","=40m","27.4.a",23783.79,178251.4,19706.05,NA,NA,"NO",1637
"1638","HKE",2018,3,"OTB_DEF_>=120_0_0","24<40m","27.3.a.20",731.0786,24435.66,2701.411,NA,NA,"NO",1638
"1639","HKE",2018,3,"OTB_DEF_>=120_0_0","24<40m","27.4.a",17803.79,359552.4,39749.24,NA,NA,"NO",1639
"1640","HKE",2018,3,"OTT_DEF_>=120_0_0","24<40m","27.4.a",904.1585,25411.17,2809.256,NA,NA,"NO",1640
"1641","HKE",2018,3,"PTB_CRU_>=120_0_0","=40m","27.4.a",8161.54,209837.8,23197.99,NA,NA,"NO",1641
"1642","HKE",2018,3,"PTB_DEF_>=120_0_0","=40m","27.4.a",54845.09,NA,NA,NA,NA,"NO",1642
"1643","HKE",2018,3,"PTB_DEF_>=120_0_0","24<40m","27.4.a",4745.877,122263.9,13516.51,NA,NA,"NO",1643
"1644","HKE",2018,3,"PTB_SPF_>=120_0_0","=40m","27.4.a",35305.05,NA,NA,NA,NA,"NO",1644
"1645","HKE",2018,3,"SPR_DEF_>0_0_0","24<40m","27.4.a",42943.06,NA,NA,NA,NA,"NO",1645
"1646","HKE",2018,3,"SSC_DEF_>=120_0_0","10<24m","27.3.a.20",1347.474,31565.7,3489.652,NA,NA,"NO",1646
"1647","HKE",2018,3,"SSC_DEF_>=120_0_0","24<40m","27.3.a.20",976.6323,25908.87,2864.277,NA,NA,"NO",1647
"1648","HKE",2018,3,"SSC_DEF_>=120_0_0","24<40m","27.4.a",278592.7,7719074,853359.1,NA,NA,"NO",1648
"1649","HKE",2018,4,"GNS_DEF_120-219_0_0","10<24m","27.4.a",17126.64,613137.3,67783.56,NA,NA,"NO",1649
"1650","HKE",2018,4,"GNS_DEF_120-219_0_0","24<40m","27.4.a",23999.64,199899.2,22099.26,NA,NA,"NO",1650
"1651","HKE",2018,4,"GNS_DEF_50-70_0_0","10<24m","27.4.a",27093.55,793882.3,87765.28,NA,NA,"NO",1651
"1652","HKE",2018,4,"GNS_DEF_71-89_0_0","24<40m","27.4.a",8356.046,78867.59,8718.969,NA,NA,"NO",1652
"1653","HKE",2018,4,"GNS_SPF_120-219_0_0","10<24m","27.4.a",109.0612,2343.21,259.0465,NA,NA,"NO",1653
"1654","HKE",2018,4,"MIS_MIS_0_0_0","24<40m","27.4.a",160438.6,4929806,544999.9,NA,NA,"NO",1654
"1655","HKE",2018,4,"OTB_DEF_>=120_0_0","=40m","27.4.a",5515.718,71776.2,7935.002,NA,NA,"NO",1655
"1656","HKE",2018,4,"OTB_DEF_>=120_0_0","24<40m","27.4.a",78124.88,NA,NA,NA,NA,"NO",1656
"1657","HKE",2018,4,"OTB_SPF_>=120_0_0","=40m","27.4.a",4205.542,NA,NA,NA,NA,"NO",1657
"1658","HKE",2018,4,"OTB_SPF_>=120_0_0","24<40m","27.4.a",3064.856,NA,NA,NA,NA,"NO",1658
"1659","HKE",2018,4,"OTT_DEF_>=120_0_0","24<40m","27.4.a",1459.107,39620.24,4380.097,NA,NA,"NO",1659
"1660","HKE",2018,4,"PTB_CRU_>=120_0_0","=40m","27.4.a",9520.719,NA,NA,NA,NA,"NO",1660
"1661","HKE",2018,4,"PTB_DEF_>=120_0_0","24<40m","27.4.a",25801.67,952250,105273.1,NA,NA,"NO",1661
"1662","HKE",2018,4,"PTB_SPF_>=120_0_0","=40m","27.4.a",641.1159,16473.72,1821.203,NA,NA,"NO",1662
"1663","HKE",2018,4,"SSC_DEF_>=120_0_0","24<40m","27.4.a",173100.7,5750689,635750.2,NA,NA,"NO",1663
"1664","HKE",2019,1,"MIS_MIS_0_0_0","=40m","27.4.a",1178.383,11174.7,1235.385,NA,NA,"NO",1664
"1665","HKE",2019,1,"MIS_MIS_0_0_0","24<40m","27.4.a",30286.97,281940,31169.03,NA,NA,"NO",1665
"1666","HKE",2019,1,"OTB_DEF_>=120_0_0","=40m","27.4.a",20142.8,200353.8,22149.51,NA,NA,"NO",1666
"1667","HKE",2019,1,"OTB_DEF_>=120_0_0","24<40m","27.4.a",270343.4,NA,NA,NA,NA,"NO",1667
"1668","HKE",2019,1,"OTB_SPF_>=120_0_0","24<40m","27.4.a",7361.917,NA,NA,NA,NA,"NO",1668
"1669","HKE",2019,1,"OTM_DEF_>=120_0_0","=40m","27.4.a",1455.522,32141.32,3553.287,NA,NA,"NO",1669
"1670","HKE",2019,1,"OTT_DEF_>=120_0_0","24<40m","27.4.a",500.3918,12739.19,1408.343,NA,NA,"NO",1670
"1671","HKE",2019,2,"GNS_DEF_120-219_0_0","24<40m","27.4.a",15499.2,202741,22413.42,NA,NA,"NO",1671
"1672","HKE",2019,2,"GNS_DEF_90-99_0_0","24<40m","27.4.a",7738.986,187986,20782.23,NA,NA,"NO",1672
"1673","HKE",2019,2,"GNS_SPF_120-219_0_0","24<40m","27.4.a",568.5637,10316.02,1140.457,NA,NA,"NO",1673
"1674","HKE",2019,2,"MIS_MIS_0_0_0","24<40m","27.4.a",20529.28,NA,NA,NA,NA,"NO",1674
"1675","HKE",2019,2,"OTB_CRU_>=120_0_0","=40m","27.4.a",33066.08,NA,NA,NA,NA,"NO",1675
"1676","HKE",2019,2,"OTB_CRU_>=120_0_0","=40m","27.6.a",4865.005,41775.64,4618.381,NA,NA,"NO",1676
"1677","HKE",2019,2,"OTB_CRU_32-69_0_0","10<24m","27.4.a",909.2697,29612.18,3273.686,NA,NA,"NO",1677
"1678","HKE",2019,2,"OTB_DEF_>=120_0_0","=40m","27.4.a",11187.59,117422,12981.24,NA,NA,"NO",1678
"1679","HKE",2019,2,"OTB_DEF_>=120_0_0","24<40m","27.4.a",225905.5,NA,NA,NA,NA,"NO",1679
