"","Year","Quarter","IntercatchMetierTag","VesselLenthCategory","Area","KWdays","DaysatSea","NoVessels","FDFVessel","Country","ID"
"152",2015,1,"OTB_SPF_16-31_0_0",NA,"27.2.a.2",2109.0433825,1.03333333333333,1,NA,"Norway",152
"153",2015,1,"OTB_SPF_16-31_0_0",NA,"27.4.c",2335.82224083333,1.14444444444444,1,NA,"Norway",153
"154",2015,1,"OTB_SPF_32-69_0_0","(10,24]","27.3.a.20",3077.48104495833,14.3777777777778,2,NA,"Norway",154
"155",2015,1,"OTB_SPF_32-69_0_0","(24,40]","27.4.a",4727.63689685764,7.45138888888889,3,NA,"Norway",155
"156",2015,1,"OTB_SPF_32-69_0_0",NA,"27.1.a",20083.71956875,4.27847222222222,2,NA,"Norway",156
"157",2015,1,"OTB_SPF_32-69_0_0",NA,"27.1.b",7967.90583333333,1.80555555555556,1,NA,"Norway",157
"158",2015,1,"OTB_SPF_32-69_0_0",NA,"27.14.b.2",924.435413256944,0.167361111111111,1,NA,"Norway",158
"159",2015,1,"OTB_SPF_70-89_0_0","(10,24]","27.3.a.20",1523.98968142361,5.92013888888889,1,NA,"Norway",159
"160",2015,1,"OTB_SPF_90-99_0_0","(10,24]","27.3.a.20",823.401345763889,3.19861111111111,1,NA,"Norway",160
"161",2015,1,"OTM_DEF_<16_0_0",NA,"27.6.b.1",306.8501828,0.0777777777777778,1,NA,"Norway",161
"162",2015,1,"OTM_DEF_<16_0_0",NA,"27.7.c.2",1749.12898990278,0.556944444444444,1,NA,"Norway",162
"163",2015,1,"OTM_DEF_>=120_0_0","(24,40]","27.4.a",11598.1552378472,6.30763888888889,1,NA,"Norway",163
"164",2015,1,"OTM_DEF_16-31_0_0","(24,40]","27.2.a.2",61.6235794097222,0.0881944444444445,1,NA,"Norway",164
"165",2015,1,"OTM_DEF_16-31_0_0",NA,"27.2.a.2",511.809237466667,0.213194444444444,1,NA,"Norway",165
"166",2015,1,"OTM_DEF_16-31_0_0",NA,"27.4.b",1812.17146946667,0.754861111111111,1,NA,"Norway",166
